start	professor	discipline	auditorium	group
2021-02-04T11:00:00	39	12	11	8
2021-02-04T11:00:00	31	7	8	15
2021-02-04T11:00:00	49	6	18	7
2021-02-04T11:00:00	44	9	1	21
2021-02-04T11:00:00	47	8	4	14
2021-02-04T11:00:00	60	1	10	3
2021-02-04T11:00:00	30	5	15	11
2021-02-04T11:00:00	28	6	19	13
2021-02-04T11:00:00	2	12	14	6
2021-02-04T11:00:00	36	11	20	2
2021-02-04T11:00:00	25	3	13	9
2021-02-04T11:00:00	11	9	6	12
2021-02-04T11:00:00	32	8	12	17
2021-02-04T11:00:00	57	12	9	18
2021-02-04T11:00:00	46	7	3	4
2021-02-04T13:00:00	36	12	6	14
2021-02-04T13:00:00	4	4	16	17
2021-02-04T13:00:00	16	3	10	8
2021-02-04T13:00:00	15	2	5	22
2021-02-04T13:00:00	27	8	17	5
2021-02-04T13:00:00	26	10	13	25
2021-02-04T13:00:00	6	2	12	20
2021-02-04T13:00:00	9	11	9	19
2021-02-04T13:00:00	13	6	7	6
2021-02-04T13:00:00	51	4	8	24
2021-02-04T13:00:00	47	9	14	18
2021-02-04T13:00:00	28	6	11	7
2021-02-04T13:00:00	38	6	19	23
2021-02-04T13:00:00	57	10	20	3
2021-02-04T13:00:00	48	11	1	16
2021-02-04T13:00:00	35	1	18	12
2021-02-04T13:00:00	54	5	4	10
2021-02-04T13:00:00	21	2	3	2
2021-02-04T13:00:00	50	9	15	15
2021-02-04T13:00:00	11	10	2	4
2021-02-04T15:00:00	36	6	9	5
2021-02-04T15:00:00	3	2	11	2
2021-02-04T15:00:00	11	10	5	9
2021-02-04T15:00:00	59	4	4	20
2021-02-04T15:00:00	1	9	3	12
2021-02-04T15:00:00	50	12	1	22
2021-02-04T15:00:00	32	8	16	4
2021-02-04T15:00:00	37	6	12	17
2021-02-04T15:00:00	39	8	17	11
2021-02-04T15:00:00	10	9	13	10
2021-02-04T15:00:00	24	8	6	24
2021-02-04T15:00:00	14	12	19	13
2021-02-04T15:00:00	27	8	8	21
2021-02-04T15:00:00	18	1	10	16
2021-02-04T15:00:00	52	12	14	25
2021-02-04T15:00:00	21	11	20	1
2021-02-04T15:00:00	38	6	2	8
2021-02-04T15:00:00	8	11	7	14
2021-02-04T15:00:00	25	8	15	6
2021-02-04T15:00:00	60	9	18	15
2021-02-05T09:00:00	25	8	19	11
2021-02-05T09:00:00	50	12	2	23
2021-02-05T09:00:00	12	6	1	16
2021-02-05T09:00:00	34	2	20	21
2021-02-05T09:00:00	51	1	14	8
2021-02-05T09:00:00	43	8	12	19
2021-02-05T09:00:00	11	10	18	4
2021-02-05T09:00:00	27	7	7	5
2021-02-05T09:00:00	17	6	9	3
2021-02-05T09:00:00	2	12	17	13
2021-02-05T09:00:00	26	9	11	20
2021-02-05T09:00:00	19	5	4	14
2021-02-05T09:00:00	24	11	16	15
2021-02-05T09:00:00	15	2	5	10
2021-02-05T09:00:00	3	2	15	1
2021-02-05T09:00:00	28	6	3	6
2021-02-05T09:00:00	45	8	8	25
2021-02-05T09:00:00	36	12	13	7
2021-02-05T09:00:00	31	7	6	22
2021-02-05T09:00:00	35	1	10	9
2021-02-05T11:00:00	16	3	5	9
2021-02-05T11:00:00	23	1	3	14
2021-02-05T11:00:00	20	2	14	24
2021-02-05T11:00:00	38	6	16	13
2021-02-05T11:00:00	26	9	15	1
2021-02-05T11:00:00	54	5	8	7
2021-02-05T11:00:00	58	9	17	18
2021-02-05T11:00:00	6	2	10	25
2021-02-05T11:00:00	25	8	2	11
2021-02-05T11:00:00	47	9	20	16
2021-02-05T11:00:00	49	6	13	4
2021-02-05T11:00:00	44	5	11	12
2021-02-05T11:00:00	37	4	12	20
2021-02-05T11:00:00	52	11	4	8
2021-02-05T11:00:00	60	8	1	10
2021-02-05T11:00:00	56	7	19	19
2021-02-05T11:00:00	8	11	6	17
2021-02-05T11:00:00	30	5	7	23
2021-02-05T11:00:00	22	5	18	5
2021-02-05T11:00:00	34	2	9	6
2021-02-05T13:00:00	34	2	11	20
2021-02-05T13:00:00	21	2	6	3
2021-02-05T13:00:00	14	12	13	15
2021-02-05T13:00:00	2	12	2	7
2021-02-05T13:00:00	10	12	20	5
2021-02-05T13:00:00	31	5	17	23
2021-02-05T13:00:00	22	5	12	1
2021-02-05T13:00:00	48	11	4	2
2021-02-05T13:00:00	54	5	1	6
2021-02-05T13:00:00	5	5	18	19
2021-02-05T13:00:00	53	8	8	24
2021-02-05T13:00:00	51	1	14	18
2021-02-05T13:00:00	7	9	3	8
2021-02-05T13:00:00	42	7	10	14
2021-02-05T13:00:00	57	12	9	16
2021-02-05T13:00:00	25	3	19	21
2021-02-05T13:00:00	3	2	15	10
2021-02-05T13:00:00	26	9	5	4
2021-02-05T13:00:00	9	11	16	9
2021-02-05T13:00:00	35	1	7	17
2021-02-05T15:00:00	50	12	5	5
2021-02-05T15:00:00	56	7	11	7
2021-02-05T15:00:00	46	10	2	22
2021-02-05T15:00:00	17	6	7	9
2021-02-05T15:00:00	21	2	6	24
2021-02-05T15:00:00	22	5	20	8
2021-02-05T15:00:00	35	1	14	15
2021-02-05T15:00:00	26	10	16	25
2021-02-05T15:00:00	14	12	4	4
2021-02-05T15:00:00	23	1	15	23
2021-02-05T15:00:00	2	12	9	3
2021-02-05T15:00:00	24	11	18	17
2021-02-05T15:00:00	40	10	3	2
2021-02-05T15:00:00	57	12	19	1
2021-02-05T15:00:00	12	7	1	12
2021-02-05T15:00:00	18	1	8	11
2021-02-05T15:00:00	42	7	17	18
2021-02-05T15:00:00	20	8	12	19
2021-02-05T15:00:00	53	8	10	14
2021-02-05T15:00:00	6	2	13	6
2021-02-08T09:00:00	15	10	6	18
2021-02-08T09:00:00	24	8	3	23
2021-02-08T09:00:00	11	9	18	16
2021-02-08T09:00:00	46	10	9	9
2021-02-08T09:00:00	56	7	15	20
2021-02-08T09:00:00	9	11	5	10
2021-02-08T09:00:00	57	12	13	11
2021-02-08T09:00:00	31	5	2	12
2021-02-08T09:00:00	49	6	7	4
2021-02-08T09:00:00	13	2	4	3
2021-02-08T09:00:00	25	2	17	7
2021-02-08T09:00:00	51	1	12	21
2021-02-08T09:00:00	28	6	8	6
2021-02-08T09:00:00	54	12	14	22
2021-02-08T09:00:00	38	6	20	8
2021-02-08T09:00:00	60	9	10	5
2021-02-08T09:00:00	27	6	1	1
2021-02-08T09:00:00	41	9	11	25
2021-02-08T09:00:00	16	3	19	19
2021-02-08T09:00:00	19	5	16	2
2021-02-08T11:00:00	17	6	13	20
2021-02-08T11:00:00	15	10	20	16
2021-02-08T11:00:00	55	5	14	8
2021-02-08T11:00:00	57	10	9	6
2021-02-08T11:00:00	45	7	17	13
2021-02-08T11:00:00	7	1	3	24
2021-02-08T11:00:00	53	8	6	1
2021-02-08T11:00:00	52	11	5	21
2021-02-08T11:00:00	6	2	15	25
2021-02-08T11:00:00	32	10	2	2
2021-02-08T11:00:00	46	7	4	22
2021-02-08T11:00:00	9	11	12	10
2021-02-08T11:00:00	31	7	18	15
2021-02-08T11:00:00	3	2	16	19
2021-02-08T11:00:00	58	11	11	9
2021-02-08T11:00:00	25	3	10	23
2021-02-08T11:00:00	28	6	19	7
2021-02-08T11:00:00	49	8	8	11
2021-02-08T11:00:00	14	12	1	3
2021-02-08T11:00:00	51	4	7	14
2021-02-08T13:00:00	1	9	19	6
2021-02-08T13:00:00	17	6	7	13
2021-02-08T13:00:00	51	1	4	5
2021-02-08T13:00:00	5	5	12	20
2021-02-08T13:00:00	44	9	2	18
2021-02-08T13:00:00	7	1	17	1
2021-02-08T13:00:00	53	8	11	23
2021-02-08T13:00:00	36	6	16	15
2021-02-08T13:00:00	25	8	18	10
2021-02-08T13:00:00	56	3	9	8
2021-02-08T13:00:00	16	3	5	19
2021-02-08T13:00:00	2	12	14	17
2021-02-08T13:00:00	26	10	8	14
2021-02-08T13:00:00	59	2	20	2
2021-02-08T13:00:00	28	6	13	9
2021-02-08T13:00:00	23	1	3	22
2021-02-08T13:00:00	14	12	1	25
2021-02-08T13:00:00	43	8	10	16
2021-02-08T13:00:00	55	5	15	12
2021-02-08T13:00:00	54	5	6	24
2021-02-08T15:00:00	59	2	18	10
2021-02-08T15:00:00	21	11	7	16
2021-02-08T15:00:00	9	11	20	14
2021-02-08T15:00:00	39	6	19	24
2021-02-08T15:00:00	46	10	10	6
2021-02-08T15:00:00	47	8	9	18
2021-02-08T15:00:00	45	8	5	1
2021-02-08T15:00:00	37	4	17	20
2021-02-08T15:00:00	58	9	3	25
2021-02-08T15:00:00	54	12	16	17
2021-02-08T15:00:00	53	8	11	12
2021-02-08T15:00:00	57	10	2	15
2021-02-08T15:00:00	18	1	8	4
2021-02-08T15:00:00	33	11	12	23
2021-02-08T15:00:00	5	5	14	7
2021-02-08T15:00:00	41	9	4	3
2021-02-08T15:00:00	3	2	1	9
2021-02-08T15:00:00	50	12	15	19
2021-02-08T15:00:00	26	10	6	13
2021-02-08T15:00:00	23	1	13	22
2021-02-09T09:00:00	37	1	6	11
2021-02-09T09:00:00	40	10	5	17
2021-02-09T09:00:00	35	1	20	12
2021-02-09T09:00:00	48	11	11	24
2021-02-09T09:00:00	60	9	17	7
2021-02-09T09:00:00	16	3	8	23
2021-02-09T09:00:00	47	8	16	19
2021-02-09T09:00:00	30	10	3	16
2021-02-09T09:00:00	59	7	1	8
2021-02-09T09:00:00	19	5	2	22
2021-02-09T09:00:00	52	12	9	9
2021-02-09T09:00:00	17	6	4	14
2021-02-09T09:00:00	7	9	10	4
2021-02-09T09:00:00	46	7	15	1
2021-02-09T09:00:00	32	8	7	18
2021-02-09T09:00:00	23	1	18	3
2021-02-09T09:00:00	43	11	12	13
2021-02-09T09:00:00	55	2	14	20
2021-02-09T09:00:00	50	12	19	2
2021-02-09T09:00:00	1	9	13	5
2021-02-09T11:00:00	45	8	20	24
2021-02-09T11:00:00	22	5	14	7
2021-02-09T11:00:00	53	8	10	16
2021-02-09T11:00:00	60	9	8	10
2021-02-09T11:00:00	29	10	13	12
2021-02-09T11:00:00	58	9	2	11
2021-02-09T11:00:00	56	3	16	20
2021-02-09T11:00:00	39	8	17	25
2021-02-09T11:00:00	2	12	6	19
2021-02-09T11:00:00	4	4	5	9
2021-02-09T11:00:00	47	9	1	6
2021-02-09T11:00:00	28	6	11	21
2021-02-09T11:00:00	24	11	4	14
2021-02-09T11:00:00	34	8	15	22
2021-02-09T11:00:00	9	11	12	18
2021-02-09T11:00:00	6	2	3	15
2021-02-09T11:00:00	46	7	7	23
2021-02-09T11:00:00	35	2	18	8
2021-02-09T11:00:00	15	2	9	5
2021-02-09T11:00:00	17	6	19	13
2021-02-09T13:00:00	11	10	17	22
2021-02-09T13:00:00	5	3	19	14
2021-02-09T13:00:00	31	5	9	8
2021-02-09T13:00:00	56	3	4	12
2021-02-09T13:00:00	15	8	6	1
2021-02-09T13:00:00	43	11	3	18
2021-02-09T13:00:00	1	9	8	6
2021-02-09T13:00:00	28	6	16	24
2021-02-09T13:00:00	21	2	5	20
2021-02-09T13:00:00	29	11	14	15
2021-02-09T13:00:00	23	1	20	11
2021-02-09T13:00:00	58	9	15	21
2021-02-09T13:00:00	27	8	10	23
2021-02-09T13:00:00	9	11	13	13
2021-02-09T13:00:00	49	6	1	17
2021-02-09T13:00:00	34	2	12	3
2021-02-09T13:00:00	12	7	7	5
2021-02-09T13:00:00	51	4	2	10
2021-02-09T13:00:00	44	12	11	19
2021-02-09T13:00:00	41	9	18	7
2021-02-09T15:00:00	54	12	16	13
2021-02-09T15:00:00	50	6	15	23
2021-02-09T15:00:00	29	11	18	14
2021-02-09T15:00:00	44	9	19	11
2021-02-09T15:00:00	12	7	3	10
2021-02-09T15:00:00	30	5	13	16
2021-02-09T15:00:00	36	11	11	9
2021-02-09T15:00:00	23	1	12	22
2021-02-09T15:00:00	5	3	2	7
2021-02-09T15:00:00	60	1	14	21
2021-02-09T15:00:00	3	2	10	19
2021-02-09T15:00:00	41	9	6	6
2021-02-09T15:00:00	34	2	17	25
2021-02-09T15:00:00	35	2	9	18
2021-02-09T15:00:00	42	7	1	1
2021-02-09T15:00:00	25	8	4	20
2021-02-09T15:00:00	40	10	8	15
2021-02-09T15:00:00	26	10	5	24
2021-02-09T15:00:00	45	8	7	12
2021-02-09T15:00:00	59	4	20	17
2021-02-10T09:00:00	13	11	4	12
2021-02-10T09:00:00	25	3	5	3
2021-02-10T09:00:00	58	2	8	15
2021-02-10T09:00:00	43	11	19	10
2021-02-10T09:00:00	47	8	9	24
2021-02-10T09:00:00	12	7	7	25
2021-02-10T09:00:00	40	10	20	8
2021-02-10T09:00:00	17	6	13	11
2021-02-10T09:00:00	30	5	18	9
2021-02-10T09:00:00	33	11	16	13
2021-02-10T09:00:00	52	12	14	23
2021-02-10T09:00:00	8	11	3	20
2021-02-10T09:00:00	14	12	17	1
2021-02-10T09:00:00	46	7	6	6
2021-02-10T09:00:00	41	9	12	22
2021-02-10T09:00:00	31	12	2	17
2021-02-10T09:00:00	49	8	1	4
2021-02-10T09:00:00	60	1	15	19
2021-02-10T09:00:00	18	1	11	16
2021-02-10T09:00:00	26	10	10	21
2021-02-10T11:00:00	16	3	17	1
2021-02-10T11:00:00	24	5	5	6
2021-02-10T11:00:00	20	2	14	24
2021-02-10T11:00:00	31	12	15	2
2021-02-10T11:00:00	40	10	13	13
2021-02-10T11:00:00	59	4	2	3
2021-02-10T11:00:00	60	9	6	18
2021-02-10T11:00:00	29	10	9	20
2021-02-10T11:00:00	6	2	11	8
2021-02-10T11:00:00	33	8	3	16
2021-02-10T11:00:00	5	3	19	25
2021-02-10T11:00:00	30	5	4	9
2021-02-10T11:00:00	41	9	1	4
2021-02-10T11:00:00	22	5	16	19
2021-02-10T11:00:00	3	2	18	23
2021-02-10T11:00:00	23	1	10	12
2021-02-10T11:00:00	51	4	8	17
2021-02-10T11:00:00	21	11	12	7
2021-02-10T11:00:00	27	8	7	11
2021-02-10T11:00:00	39	6	20	21
2021-02-10T13:00:00	14	12	18	2
2021-02-10T13:00:00	59	7	14	23
2021-02-10T13:00:00	54	10	7	25
2021-02-10T13:00:00	25	2	9	12
2021-02-10T13:00:00	43	11	20	21
2021-02-10T13:00:00	2	12	11	24
2021-02-10T13:00:00	42	7	12	3
2021-02-10T13:00:00	33	11	4	22
2021-02-10T13:00:00	18	1	6	5
2021-02-10T13:00:00	55	9	2	17
2021-02-10T13:00:00	45	8	3	6
2021-02-10T13:00:00	10	6	17	16
2021-02-10T13:00:00	3	2	10	18
2021-02-10T13:00:00	50	9	8	10
2021-02-10T13:00:00	20	2	5	4
2021-02-10T13:00:00	1	9	15	7
2021-02-10T13:00:00	23	1	16	14
2021-02-10T13:00:00	12	10	13	9
2021-02-10T13:00:00	24	11	19	8
2021-02-10T13:00:00	8	11	1	15
2021-02-10T15:00:00	7	9	15	16
2021-02-10T15:00:00	20	2	13	22
2021-02-10T15:00:00	54	5	8	9
2021-02-10T15:00:00	13	2	11	17
2021-02-10T15:00:00	23	1	7	19
2021-02-10T15:00:00	28	6	3	5
2021-02-10T15:00:00	12	10	6	7
2021-02-10T15:00:00	16	3	16	21
2021-02-10T15:00:00	11	9	4	15
2021-02-10T15:00:00	25	2	9	14
2021-02-10T15:00:00	27	6	12	11
2021-02-10T15:00:00	18	1	2	20
2021-02-10T15:00:00	1	9	17	12
2021-02-10T15:00:00	36	6	18	18
2021-02-10T15:00:00	34	8	20	25
2021-02-10T15:00:00	21	2	14	8
2021-02-10T15:00:00	40	10	1	10
2021-02-10T15:00:00	58	2	19	4
2021-02-10T15:00:00	22	5	5	3
2021-02-10T15:00:00	53	8	10	23
2021-02-11T09:00:00	1	9	11	15
2021-02-11T09:00:00	40	10	18	23
2021-02-11T09:00:00	59	4	19	11
2021-02-11T09:00:00	15	2	17	18
2021-02-11T09:00:00	50	12	9	13
2021-02-11T09:00:00	26	9	5	24
2021-02-11T09:00:00	19	5	12	5
2021-02-11T09:00:00	49	8	16	2
2021-02-11T09:00:00	52	11	3	16
2021-02-11T09:00:00	25	8	1	10
2021-02-11T09:00:00	21	11	10	9
2021-02-11T09:00:00	29	11	15	21
2021-02-11T09:00:00	24	11	14	20
2021-02-11T09:00:00	36	12	4	1
2021-02-11T09:00:00	37	4	7	8
2021-02-11T09:00:00	45	7	20	7
2021-02-11T09:00:00	27	8	2	4
2021-02-11T09:00:00	6	2	6	12
2021-02-11T09:00:00	20	2	13	25
2021-02-11T09:00:00	16	3	8	6
2021-02-11T11:00:00	8	11	14	2
2021-02-11T11:00:00	3	2	13	23
2021-02-11T11:00:00	55	9	15	25
2021-02-11T11:00:00	28	6	16	19
2021-02-11T11:00:00	36	12	8	22
2021-02-11T11:00:00	41	9	10	5
2021-02-11T11:00:00	12	7	6	10
2021-02-11T11:00:00	29	10	19	21
2021-02-11T11:00:00	38	6	20	16
2021-02-11T11:00:00	58	11	18	24
2021-02-11T11:00:00	15	2	12	18
2021-02-11T11:00:00	46	7	9	11
2021-02-11T11:00:00	27	8	7	20
2021-02-11T11:00:00	5	5	4	13
2021-02-11T11:00:00	44	9	11	6
2021-02-11T11:00:00	56	7	5	15
2021-02-11T11:00:00	48	11	17	4
2021-02-11T11:00:00	43	8	1	1
2021-02-11T11:00:00	59	4	2	7
2021-02-11T11:00:00	50	9	3	9
2021-02-11T13:00:00	25	8	6	18
2021-02-11T13:00:00	43	8	11	17
2021-02-11T13:00:00	5	5	8	25
2021-02-11T13:00:00	17	6	3	21
2021-02-11T13:00:00	15	2	14	2
2021-02-11T13:00:00	28	6	16	19
2021-02-11T13:00:00	1	9	10	3
2021-02-11T13:00:00	26	10	7	24
2021-02-11T13:00:00	54	10	12	15
2021-02-11T13:00:00	2	12	9	10
2021-02-11T13:00:00	3	2	2	16
2021-02-11T13:00:00	46	10	13	12
2021-02-11T13:00:00	55	9	19	23
2021-02-11T13:00:00	38	6	17	14
2021-02-11T13:00:00	14	12	18	7
2021-02-11T13:00:00	44	12	5	20
2021-02-11T13:00:00	56	3	4	9
2021-02-11T13:00:00	9	11	15	11
2021-02-11T13:00:00	20	8	20	4
2021-02-11T13:00:00	19	5	1	13
2021-02-11T15:00:00	12	7	11	13
2021-02-11T15:00:00	20	8	8	7
2021-02-11T15:00:00	48	11	5	16
2021-02-11T15:00:00	45	8	15	12
2021-02-11T15:00:00	49	1	1	23
2021-02-11T15:00:00	57	12	9	9
2021-02-11T15:00:00	3	2	6	14
2021-02-11T15:00:00	14	12	3	4
2021-02-11T15:00:00	31	12	4	22
2021-02-11T15:00:00	16	3	14	20
2021-02-11T15:00:00	44	5	18	15
2021-02-11T15:00:00	52	12	10	5
2021-02-11T15:00:00	18	1	19	24
2021-02-11T15:00:00	19	5	20	6
2021-02-11T15:00:00	56	3	12	3
2021-02-11T15:00:00	30	10	17	1
2021-02-11T15:00:00	26	10	2	10
2021-02-11T15:00:00	21	2	13	11
2021-02-11T15:00:00	6	2	7	18
2021-02-11T15:00:00	51	1	16	8
2021-02-12T09:00:00	13	6	16	21
2021-02-12T09:00:00	59	2	4	20
2021-02-12T09:00:00	56	3	9	19
2021-02-12T09:00:00	33	11	11	2
2021-02-12T09:00:00	1	9	8	17
2021-02-12T09:00:00	50	12	20	24
2021-02-12T09:00:00	5	3	12	13
2021-02-12T09:00:00	37	6	3	5
2021-02-12T09:00:00	28	6	15	7
2021-02-12T09:00:00	8	11	2	1
2021-02-12T09:00:00	54	12	6	23
2021-02-12T09:00:00	52	11	17	11
2021-02-12T09:00:00	19	5	18	3
2021-02-12T09:00:00	6	2	1	8
2021-02-12T09:00:00	16	9	14	14
2021-02-12T09:00:00	11	10	10	16
2021-02-12T09:00:00	49	1	19	22
2021-02-12T09:00:00	58	11	5	10
2021-02-12T09:00:00	7	9	7	12
2021-02-12T09:00:00	45	8	13	9
2021-02-12T11:00:00	8	11	14	3
2021-02-12T11:00:00	49	8	2	24
2021-02-12T11:00:00	24	11	13	15
2021-02-12T11:00:00	32	6	1	13
2021-02-12T11:00:00	51	1	8	1
2021-02-12T11:00:00	40	10	5	7
2021-02-12T11:00:00	18	1	15	6
2021-02-12T11:00:00	56	7	9	21
2021-02-12T11:00:00	54	5	19	14
2021-02-12T11:00:00	47	9	17	4
2021-02-12T11:00:00	45	8	20	9
2021-02-12T11:00:00	22	5	10	10
2021-02-12T11:00:00	11	10	16	5
2021-02-12T11:00:00	59	2	18	18
2021-02-12T11:00:00	31	12	4	16
2021-02-12T11:00:00	10	9	3	25
2021-02-12T11:00:00	58	11	11	23
2021-02-12T11:00:00	9	11	12	22
2021-02-12T11:00:00	17	6	7	17
2021-02-12T11:00:00	36	12	6	12
2021-02-12T13:00:00	29	10	10	20
2021-02-12T13:00:00	8	11	17	9
2021-02-12T13:00:00	27	6	19	15
2021-02-12T13:00:00	1	9	7	18
2021-02-12T13:00:00	6	2	16	1
2021-02-12T13:00:00	2	12	13	21
2021-02-12T13:00:00	55	2	6	24
2021-02-12T13:00:00	18	1	14	10
2021-02-12T13:00:00	43	11	18	22
2021-02-12T13:00:00	31	12	11	11
2021-02-12T13:00:00	40	10	5	23
2021-02-12T13:00:00	11	9	20	19
2021-02-12T13:00:00	54	12	3	14
2021-02-12T13:00:00	45	7	4	4
2021-02-12T13:00:00	23	1	8	3
2021-02-12T13:00:00	30	10	1	16
2021-02-12T13:00:00	16	9	9	25
2021-02-12T13:00:00	7	6	12	8
2021-02-12T13:00:00	26	10	2	17
2021-02-12T13:00:00	49	1	15	5
2021-02-12T15:00:00	16	3	7	9
2021-02-12T15:00:00	15	10	9	8
2021-02-12T15:00:00	48	11	5	6
2021-02-12T15:00:00	49	8	20	15
2021-02-12T15:00:00	19	5	1	5
2021-02-12T15:00:00	13	2	15	25
2021-02-12T15:00:00	28	6	11	18
2021-02-12T15:00:00	39	12	19	7
2021-02-12T15:00:00	35	1	10	19
2021-02-12T15:00:00	21	2	16	20
2021-02-12T15:00:00	38	6	17	24
2021-02-12T15:00:00	11	9	6	23
2021-02-12T15:00:00	23	1	14	3
2021-02-12T15:00:00	60	9	8	4
2021-02-12T15:00:00	27	7	18	14
2021-02-12T15:00:00	25	3	13	1
2021-02-12T15:00:00	36	6	3	16
2021-02-12T15:00:00	37	6	12	17
2021-02-12T15:00:00	26	10	4	12
2021-02-12T15:00:00	55	9	2	21
2021-02-15T09:00:00	34	2	5	16
2021-02-15T09:00:00	15	8	13	17
2021-02-15T09:00:00	1	9	19	3
2021-02-15T09:00:00	10	12	4	7
2021-02-15T09:00:00	26	10	7	12
2021-02-15T09:00:00	36	6	16	5
2021-02-15T09:00:00	28	6	12	25
2021-02-15T09:00:00	21	2	3	1
2021-02-15T09:00:00	35	2	2	11
2021-02-15T09:00:00	53	8	6	15
2021-02-15T09:00:00	51	4	10	6
2021-02-15T09:00:00	41	9	20	10
2021-02-15T09:00:00	57	12	8	8
2021-02-15T09:00:00	19	5	11	4
2021-02-15T09:00:00	24	8	17	13
2021-02-15T09:00:00	18	1	14	9
2021-02-15T09:00:00	33	11	9	24
2021-02-15T09:00:00	22	5	1	20
2021-02-15T09:00:00	58	11	18	14
2021-02-15T09:00:00	56	7	15	23
2021-02-15T11:00:00	46	10	6	10
2021-02-15T11:00:00	16	9	16	9
2021-02-15T11:00:00	10	12	20	13
2021-02-15T11:00:00	21	11	17	25
2021-02-15T11:00:00	43	11	5	20
2021-02-15T11:00:00	33	8	10	18
2021-02-15T11:00:00	13	2	15	12
2021-02-15T11:00:00	39	12	14	6
2021-02-15T11:00:00	38	6	9	3
2021-02-15T11:00:00	45	8	18	24
2021-02-15T11:00:00	40	10	13	15
2021-02-15T11:00:00	58	2	7	5
2021-02-15T11:00:00	4	4	2	17
2021-02-15T11:00:00	50	12	4	8
2021-02-15T11:00:00	23	1	1	19
2021-02-15T11:00:00	53	8	8	7
2021-02-15T11:00:00	8	11	19	21
2021-02-15T11:00:00	31	12	3	2
2021-02-15T11:00:00	49	1	12	11
2021-02-15T11:00:00	48	11	11	14
2021-02-15T13:00:00	1	9	5	18
2021-02-15T13:00:00	34	2	13	14
2021-02-15T13:00:00	42	7	9	3
2021-02-15T13:00:00	47	9	4	2
2021-02-15T13:00:00	15	10	1	25
2021-02-15T13:00:00	41	9	20	15
2021-02-15T13:00:00	58	9	3	8
2021-02-15T13:00:00	32	6	6	1
2021-02-15T13:00:00	38	6	11	23
2021-02-15T13:00:00	21	2	10	16
2021-02-15T13:00:00	48	11	17	10
2021-02-15T13:00:00	31	5	12	9
2021-02-15T13:00:00	5	3	7	20
2021-02-15T13:00:00	30	10	15	6
2021-02-15T13:00:00	29	10	8	24
2021-02-15T13:00:00	7	9	19	22
2021-02-15T13:00:00	23	1	14	4
2021-02-15T13:00:00	19	5	2	17
2021-02-15T13:00:00	46	10	16	11
2021-02-15T13:00:00	11	10	18	12
2021-02-15T15:00:00	27	7	16	16
2021-02-15T15:00:00	19	5	14	8
2021-02-15T15:00:00	11	9	7	18
2021-02-15T15:00:00	60	1	17	11
2021-02-15T15:00:00	40	10	13	6
2021-02-15T15:00:00	23	1	4	25
2021-02-15T15:00:00	47	6	11	13
2021-02-15T15:00:00	43	11	1	4
2021-02-15T15:00:00	22	5	15	7
2021-02-15T15:00:00	13	6	18	22
2021-02-15T15:00:00	48	11	12	19
2021-02-15T15:00:00	31	5	5	1
2021-02-15T15:00:00	39	12	2	9
2021-02-15T15:00:00	16	3	9	12
2021-02-15T15:00:00	57	10	6	15
2021-02-15T15:00:00	25	8	10	10
2021-02-15T15:00:00	50	6	8	2
2021-02-15T15:00:00	18	1	20	14
2021-02-15T15:00:00	34	2	19	23
2021-02-15T15:00:00	4	4	3	20
2021-02-16T09:00:00	46	10	13	1
2021-02-16T09:00:00	59	4	11	19
2021-02-16T09:00:00	29	11	2	9
2021-02-16T09:00:00	12	6	10	17
2021-02-16T09:00:00	28	6	5	23
2021-02-16T09:00:00	26	9	19	21
2021-02-16T09:00:00	31	7	7	10
2021-02-16T09:00:00	33	11	1	24
2021-02-16T09:00:00	4	4	9	13
2021-02-16T09:00:00	1	9	4	11
2021-02-16T09:00:00	7	1	6	8
2021-02-16T09:00:00	14	12	17	7
2021-02-16T09:00:00	19	5	3	5
2021-02-16T09:00:00	20	2	16	6
2021-02-16T09:00:00	2	12	20	14
2021-02-16T09:00:00	54	10	15	22
2021-02-16T09:00:00	5	5	8	16
2021-02-16T09:00:00	42	7	14	20
2021-02-16T09:00:00	50	9	18	18
2021-02-16T09:00:00	60	1	12	15
2021-02-16T11:00:00	21	11	16	9
2021-02-16T11:00:00	32	8	1	20
2021-02-16T11:00:00	47	8	11	16
2021-02-16T11:00:00	7	9	20	10
2021-02-16T11:00:00	42	7	19	7
2021-02-16T11:00:00	59	7	9	15
2021-02-16T11:00:00	18	1	5	13
2021-02-16T11:00:00	44	9	13	11
2021-02-16T11:00:00	25	2	14	24
2021-02-16T11:00:00	55	5	18	22
2021-02-16T11:00:00	4	4	8	18
2021-02-16T11:00:00	54	12	4	19
2021-02-16T11:00:00	5	3	7	3
2021-02-16T11:00:00	17	6	3	17
2021-02-16T11:00:00	12	10	12	5
2021-02-16T11:00:00	57	10	10	21
2021-02-16T11:00:00	40	10	15	1
2021-02-16T11:00:00	16	9	2	6
2021-02-16T11:00:00	58	2	6	12
2021-02-16T11:00:00	60	1	17	14
2021-02-16T13:00:00	21	11	16	9
2021-02-16T13:00:00	14	12	10	13
2021-02-16T13:00:00	26	9	6	7
2021-02-16T13:00:00	55	2	2	25
2021-02-16T13:00:00	54	10	17	14
2021-02-16T13:00:00	33	8	11	16
2021-02-16T13:00:00	39	6	15	17
2021-02-16T13:00:00	8	11	8	5
2021-02-16T13:00:00	17	6	12	20
2021-02-16T13:00:00	50	6	18	10
